"","age","black","south","kww","iq","married","exper","region","educ","wage"
"897",34,0,0,47,102.449781659389,1,16,"3",12,47.8306310311519
"898",28,0,0,31,94,0,11,"3",11,17.4019980849123
"899",24,0,0,35,102.449781659389,0,3,"3",15,15.562363610565
"900",24,0,1,34,102.449781659389,1,2,"3",16,5.81724113254882
"901",33,0,0,48,109,1,15,"3",12,36.0967253583507
"902",33,1,0,31,119,1,14,"3",13,26.6499260468454
"903",26,1,1,29,98,1,7,"3",13,26.4510343625686
"904",28,1,1,32,103,1,5,"3",17,21.2801566731412
"905",34,0,0,50,102.449781659389,1,12,"3",16,54.3936693424522
"906",33,0,0,45,102.449781659389,1,15,"3",12,95.7109953482766
"907",32,0,1,36,112,1,8,"3",18,42.2620019992119
"908",24,0,0,34,102.449781659389,0,6,"3",12,18.1478040251086
"909",26,0,0,29,104,0,4,"3",16,23.5672771106894
"910",26,0,0,33,96,1,7,"3",13,32.6163188980048
"911",25,0,0,22,102.449781659389,0,7,"3",12,21.8768021688112
"912",25,0,0,38,102,1,5,"3",14,22.970638001449
"913",28,0,0,41,103,1,6,"3",16,33.4615641236735
"914",24,0,0,16,102.449781659389,1,6,"3",12,57.1780044767405
"915",31,0,0,37,95,0,13,"3",12,39.7760027709885
"916",25,0,0,23,102.449781659389,0,7,"3",12,22.8712011465031
"917",26,0,0,31,93,1,8,"3",12,16.606480350769
"918",26,0,0,35,122,1,7,"3",13,34.90344755405
"919",25,0,0,37,107,0,7,"3",12,26.0532823758419
"920",33,0,0,37,102.449781659389,1,20,"4",7,33.1632376220972
"921",26,0,0,48,102.449781659389,1,2,"3",18,31.8705176955183
"922",24,0,0,40,102.449781659389,1,6,"3",12,39.7760027709885
"923",32,0,0,30,97,1,14,"3",12,28.6884451313709
"924",32,0,0,41,115,1,8,"3",18,21.0315634094208
"925",29,0,0,42,120,1,5,"3",18,43.4552788403079
"926",28,0,0,29,103,1,7,"3",15,31.8208013811298
"927",29,0,1,41,106,1,7,"4",16,54.7417103738763
"928",26,0,0,32,96,1,4,"4",16,32.2682850360505
"929",26,0,1,39,114,1,8,"4",12,22.374002275758
"930",33,0,0,37,102.449781659389,0,15,"4",12,45.9412760904003
"931",27,0,0,33,86,1,10,"4",11,34.7045635116365
"932",34,1,0,27,78,1,13,"4",15,25.1085980954804
"933",28,0,1,38,110,1,6,"4",16,27.6443217159565
"934",25,0,0,37,132,0,2,"4",17,18.645002051816
"935",28,0,1,34,126,1,7,"4",15,33.4615641236735
"936",30,0,0,36,102,1,11,"4",13,15.3137583930656
"937",34,0,0,41,87,1,16,"4",12,29.0862065373893
"938",24,0,0,31,89,0,6,"4",12,38.8313108041703
"939",27,0,0,40,106,1,9,"3",12,32.6163188980048
"940",28,0,0,43,100,1,10,"3",12,21.0315634094208
"941",28,0,0,26,98,1,6,"3",16,63.7410355124413
"942",25,0,0,30,97,1,7,"3",12,47.8306310311519
"943",30,0,0,38,111,1,12,"3",12,39.7760027709885
"944",33,0,0,40,100,1,15,"3",12,37.2900041746565
"945",29,0,0,39,110,0,5,"3",18,32.1688403649963
"946",29,0,0,38,114,0,11,"3",12,46.6373623782151
"947",28,0,0,43,135,0,5,"3",17,26.6996339411946
"948",24,0,0,39,121,0,3,"3",15,14.4187991928914
"949",29,0,1,33,95,1,11,"5",12,9.54624029843464
"950",30,0,0,35,116,1,6,"3",18,40.6709645975779
"951",30,0,0,45,98,1,6,"3",18,40.4223667876428
"952",29,0,0,28,90,1,11,"3",12,36.1464341361117
"953",24,0,0,33,116,1,6,"3",12,55.9350072648674
"954",28,1,0,32,110,1,5,"3",17,30.5778002599
"955",26,1,0,23,97,0,8,"3",12,20.0371618271993
"956",26,0,0,24,89,1,9,"3",11,35.0526060411907
"957",27,0,0,33,105,1,6,"3",15,16.7556435350138
"958",28,0,0,44,117,1,5,"3",17,41.4167648832002
"959",26,0,0,37,75,1,3,"3",17,9.54624029843464
"960",26,0,0,23,87,1,8,"3",12,36.2956081193478
"961",26,0,0,23,74,1,10,"3",10,26.9482440419284
"962",28,0,0,45,91,1,10,"3",12,40.9195693235539
"963",26,0,1,38,90,1,8,"3",12,21.7773646486804
"964",24,0,1,27,102.449781659389,1,4,"3",14,36.5442066711393
"965",24,0,0,31,112,0,2,"3",16,21.2304429670815
"966",30,0,0,38,90,1,12,"3",12,16.904800323542
"967",34,0,1,29,130,1,15,"3",13,23.9153154700255
"968",32,0,0,51,108,1,10,"3",16,40.6212314954588
"969",28,0,0,34,86,1,10,"3",12,24.8600023373785
"970",25,1,0,30,101,1,7,"3",12,26.9979547923841
"971",26,0,0,37,125,1,4,"3",16,22.2248404047126
"972",25,0,0,24,94,1,4,"3",15,10.7892374545412
"973",26,0,0,18,102.449781659389,1,12,"3",8,13.6730016885379
"974",24,1,0,22,109,0,3,"3",15,17.5014412754354
"975",29,0,0,31,98,1,11,"3",12,35.8481280676297
"976",27,0,0,36,102.449781659389,1,9,"3",12,50.1177537448381
"977",29,0,0,36,114,1,6,"3",17,32.5168870033661
"978",26,0,0,27,125,1,4,"3",16,39.925151146227
"979",27,0,0,28,100,1,9,"3",12,28.3404001975114
"980",25,0,0,29,104,1,3,"3",16,29.8320025562927
"981",24,0,0,35,102.449781659389,1,6,"3",12,32.0693963243078
"982",26,0,0,35,112,1,7,"3",13,22.374002275758
"983",26,0,1,27,100,0,7,"3",13,22.1254034077875
"984",29,0,0,37,104,1,8,"3",15,29.3348036577803
"985",25,0,0,35,97,1,5,"3",14,35.8481280676297
"986",32,0,0,33,120,1,14,"3",12,34.4559576199494
"987",26,0,1,38,134,0,7,"3",13,26.3018808547367
"988",30,0,0,28,92,1,15,"3",9,23.3684036084782
"989",26,0,0,34,129,1,4,"3",16,23.9153154700255
"990",25,0,0,31,122,1,3,"3",16,22.970638001449
"991",33,0,0,45,102.449781659389,1,10,"3",17,27.5448858166919
"992",32,0,0,42,118,0,12,"3",14,43.0078059283465
"993",30,0,0,42,101,1,8,"3",16,35.4503583132348
"994",24,0,0,37,107,1,6,"3",12,36.7928061179005
"995",28,0,0,33.540668241647,92,0,8,"3",14,40.6212314954588
"996",34,0,0,37,92,1,16,"3",12,33.6604344572561
"997",29,0,0,43,121,1,7,"3",16,39.6268446986762
"998",24,0,0,27,102,1,5,"3",13,38.2346833385792
"999",25,0,0,33,118,1,3,"3",16,22.970638001449
"1000",24,0,0,28,102.449781659389,1,4,"3",14,25.8046832928534
"1001",25,0,0,38,100,1,7,"3",12,19.5399620950048
"1002",32,0,1,37,92,1,13,"3",13,39.7760027709885
"1003",27,0,0,38,108,1,4,"3",17,33.4615641236735
"1004",33,0,0,41,121,1,11,"3",16,23.9153154700255
"1005",32,0,0,42,119,1,14,"3",12,45.2949142532428
"1006",25,0,0,33,102.449781659389,1,7,"3",12,23.9153154700255
"1007",33,0,0,32,102.449781659389,1,16,"3",11,24.8600023373785
"1008",24,0,0,39,106,1,2,"3",16,19.1421984940343
"1009",24,0,0,24,98,1,6,"3",12,21.6779242802378
"1010",25,0,0,29,109,1,7,"3",12,26.1527203878938
"1011",29,0,0,37,102.449781659389,0,9,"3",14,45.3943538209815
"1012",25,0,0,28,120,0,3,"3",16,26.9482440419284
"1013",28,0,0,36,127,1,9,"3",13,38.2346833385792
"1014",24,0,0,26,102.449781659389,0,6,"3",12,11.2367209923503
"1015",27,0,0,24,101,1,3,"3",18,35.3509162998561
"1016",34,0,0,43,108,1,10,"4",18,17.2031218867933
"1017",32,0,0,41,91,1,14,"4",12,39.129636126035
"1018",26,0,0,38,118,1,6,"4",14,22.6226002939773
"1019",24,0,0,25,110,0,2,"4",16,22.8712011465031
"1020",26,0,0,37,119,1,7,"4",13,13.7724428821142
"1021",34,0,0,43,103,1,11,"4",17,40.1737559742638
"1022",27,0,0,33,103,1,7,"4",14,31.0252856612722
"1023",26,0,0,40,104,1,8,"4",12,34.6548380542602
"1024",26,0,0,32,108,1,6,"4",14,18.7941579196902
"1025",24,0,0,33,118,1,6,"4",12,23.5175576207537
"1026",24,0,0,21,98,1,6,"4",12,21.1310009593587
"1027",24,0,0,25,120,1,2,"4",16,32.2682850360505
"1028",25,0,0,25,144,1,4,"3",15,24.4125177243113
"1029",26,0,0,25,102.449781659389,0,2,"3",18,45.9412760904003
"1030",24,0,0,38,102.449781659389,1,6,"3",12,17.4019980849123
"1031",25,0,0,27,102.449781659389,1,6,"3",13,29.8320025562927
"1032",31,0,0,30,102.449781659389,1,16,"3",9,21.3298850809272
"1033",26,0,0,20,100,1,8,"3",12,24.8600023373785
"1034",24,0,0,12,102.449781659389,0,9,"3",9,24.8600023373785
"1035",34,0,0,39,102.449781659389,1,20,"4",8,17.4019980849123
"1036",27,0,0,32,86,1,7,"4",14,18.3964030239114
"1037",24,0,0,21,102.449781659389,1,2,"4",16,18.8935997929227
"1038",25,0,0,30,102.449781659389,1,5,"4",14,12.4300011450144
"1039",30,0,0,40,122,1,6,"4",18,25.158322050554
"1040",27,0,0,35,98,1,9,"4",12,30.7766825121307
"1041",24,0,0,28,102.449781659389,1,2,"4",16,18.9433236570001
"1042",30,0,0,37,101,1,12,"4",12,17.9489183903312
"1043",28,0,0,33,117,1,10,"4",12,29.2353645691475
"1044",24,0,0,35,119,1,6,"4",12,17.4019980849123
"1045",32,0,0,37,105,1,14,"4",12,24.0644831407714
"1046",34,0,0,37,104,1,17,"4",11,41.5162020462731
"1047",29,0,0,22,102.449781659389,1,13,"4",10,26.6001965399868
"1048",28,0,0,46,111,0,5,"4",17,19.1421984940343
"1049",25,0,0,22,96,0,8,"4",11,22.374002275758
"1050",28,0,0,29,94,1,6,"4",16,24.4125177243113
"1051",24,0,0,41,102.449781659389,1,6,"4",12,45.4440795972473
"1052",32,0,0,36,101,1,8,"4",18,41.3173294658343
"1053",30,0,0,36,83,1,12,"4",12,21.5784749501819
"1054",26,0,0,34,112,1,8,"4",12,34.8039962361142
"1055",26,0,0,28,93,1,10,"4",10,26.9482440419284
"1056",24,0,0,27,102.449781659389,0,2,"4",16,11.4853189788489
"1057",34,0,0,42,105,1,16,"4",12,19.6393977558775
"1058",25,0,0,37,115,1,7,"4",12,35.8481280676297
"1059",25,0,0,24,105,0,7,"4",12,59.0176481182229
"1060",25,0,0,27,88,1,7,"4",12,24.9097209727708
"1061",24,0,0,39,122,0,2,"4",16,16.7059175835994
"1062",32,0,0,43,96,1,14,"4",12,28.0918032721131
"1063",34,0,1,42,123,1,11,"3",17,47.9300834127975
"1064",33,0,0,45,102.449781659389,1,15,"3",12,68.315282553629
"1065",28,0,0,31,104,1,10,"3",12,39.7760027709885
"1066",30,0,0,43,108,1,12,"3",12,30.2794871648405
"1067",25,0,0,35,116,1,3,"3",16,33.3123925487994
"1068",25,0,0,26,92,1,8,"3",11,22.1254034077875
"1069",25,0,0,32,102,1,6,"3",13,24.1141975286483
"1070",32,0,0,45,109,1,8,"3",18,35.3012073654217
"1071",32,0,0,43,103,1,14,"3",12,47.3831574146032
"1072",25,0,0,22,102.449781659389,1,8,"3",11,23.8656014182883
"1073",27,0,0,39,97,1,8,"3",13,24.8600023373785
"1074",26,0,1,42,101,0,4,"3",16,22.722039755346
"1075",24,0,0,39,102.449781659389,1,0,"4",18,35.8481280676297
"1076",24,0,0,41,102.449781659389,1,6,"4",12,36.4447547343488
"1077",33,0,0,31,102.449781659389,1,15,"4",12,16.4076018895366
"1078",27,0,0,40,98,1,9,"4",12,20.3851998077716
"1079",27,0,0,23,96,1,9,"4",12,24.1639224423707
"1080",31,0,1,46,122,1,7,"4",18,47.8306310311519
"1081",24,0,0,29,114,1,2,"4",16,17.849477330322
"1082",24,0,0,37,100,0,6,"3",12,16.4076018895366
"1083",28,0,0,38,104,1,10,"3",12,31.0750037377985
"1084",26,0,0,35,111,1,8,"3",12,24.6114032755735
"1085",29,0,0,44,110,1,11,"3",12,32.4671531909629
"1086",27,0,0,26,87,1,9,"3",12,35.8978368490354
"1087",25,0,0,34,103,1,7,"3",12,35.0028826175392
"1088",29,0,0,31,102.449781659389,1,14,"3",9,25.5560799318088
"1089",31,0,0,27,95,0,13,"3",12,31.0750037377985
"1090",29,0,0,41,116,0,5,"3",18,30.9258373254382
"1091",26,0,0,31,109,1,5,"3",15,21.2304429670815
"1092",29,0,0,36,104,1,11,"3",12,32.4671531909629
"1093",30,0,0,38,104,1,12,"3",12,31.9699548058398
"1094",34,0,0,37,110,1,16,"3",12,28.5890021839181
"1095",34,0,1,32,100,1,15,"3",13,15.562363610565
"1096",24,0,0,39,116,1,0,"3",18,33.0140736032769
"1097",32,0,0,40,94,0,13,"3",13,27.5946050306228
"1098",24,0,0,44,102.449781659389,0,0,"3",18,14.9160012497365
"1099",28,0,0,38,115,1,7,"3",15,31.9202355820233
"1100",28,0,0,45,123,1,8,"3",14,33.1632376220972
"1101",28,0,0,47,113,1,4,"3",18,65.6304078081531
"1102",24,0,0,29,102.449781659389,1,6,"3",12,25.0588768246906
"1103",25,0,0,29,106,1,3,"3",16,38.8313108041703
"1104",25,0,0,40,114,0,5,"3",14,40.6212314954588
"1105",28,0,0,32,95,0,10,"3",12,25.8544049331466
"1106",27,0,0,33,113,1,9,"3",12,28.6884451313709
"1107",25,0,0,16,102.449781659389,1,8,"3",11,18.645002051816
"1108",24,0,0,32,102.449781659389,1,6,"3",12,24.8600023373785
"1109",28,0,0,48,111,0,6,"3",16,31.0750037377985
"1110",34,0,0,35,110,1,12,"3",16,34.0084799536539
"1111",26,0,0,31,100,1,6,"3",14,23.3684036084782
"1112",27,0,0,39,95,1,8,"3",13,31.2241600716286
"1113",24,0,0,20,102.449781659389,0,5,"3",13,26.1029975953804
"1114",32,0,0,34,100,1,14,"3",12,27.5448858166919
"1115",25,0,0,36,130,0,3,"3",16,31.8705176955183
"1116",34,0,0,36,98,1,15,"3",13,25.506360373974
"1117",27,0,0,36,103,1,9,"3",12,30.0308737515759
"1118",33,0,0,39,108,1,14,"3",13,34.8039962361142
"1119",33,0,0,38,102.449781659389,1,15,"3",12,30.1303174635296
"1120",33,0,0,47,101,1,15,"3",12,50.764121393318
"1121",31,0,0,43,90,0,13,"3",12,35.500074138995
"1122",28,0,0,34,79,1,10,"3",12,24.8600023373785
"1123",28,0,0,47,94,1,10,"3",12,28.9867531687809
"1124",31,0,0,41,115,1,13,"3",12,35.1023164090198
"1125",30,0,0,39,118,1,8,"4",16,25.8544049331466
"1126",29,0,0,41,114,1,7,"4",16,32.6163188980048
"1127",28,0,0,33,114,1,6,"4",16,34.0084799536539
"1128",25,0,0,33,84,1,6,"4",13,13.7227205474265
"1129",34,1,0,37,92,1,15,"4",13,35.1520469888944
"1130",34,0,0,42,107,1,16,"3",12,39.1793551773534
"1131",31,0,0,44,137,1,7,"3",18,65.5806675890638
"1132",28,0,0,33,129,0,8,"3",14,20.0868779488733
"1133",25,0,0,41,101,1,3,"3",16,14.9160012497365
"1134",26,0,0,40,98,1,8,"3",12,33.4615641236735
"1135",34,0,0,41,108,1,16,"3",12,35.8978368490354
"1136",26,0,0,37,114,1,4,"3",16,38.2346833385792
"1137",30,0,0,37,110,1,8,"4",16,37.787199657817
"1138",30,0,0,37,111,1,6,"4",18,21.5784749501819
"1139",34,0,0,30,99,1,15,"4",13,59.2662402423868
"1140",31,0,0,39,113,1,8,"4",17,22.970638001449
"1141",24,0,0,29,101,1,6,"4",12,18.3964030239114
"1142",30,0,0,25,99,0,12,"4",12,23.6170003613708
"1143",28,0,0,37,101,1,10,"4",12,21.6281991771185
"1144",26,0,0,24,75,0,8,"4",12,16.5070367701982
"1145",31,0,0,49,102,0,9,"4",16,31.8208013811298
"1146",34,0,0,29,91,1,16,"4",12,25.1085980954804
"1147",29,0,0,38,113,1,7,"4",16,31.0750037377985
"1148",31,0,0,34,120,1,13,"4",12,22.970638001449
"1149",27,0,1,42,134,1,4,"3",17,40.6212314954588
"1150",24,0,0,26,105,1,1,"3",17,21.5287623841516
"1151",25,0,0,32,98,0,5,"3",14,31.8705176955183
"1152",25,0,0,28,107,0,4,"3",15,11.1870011165716
"1153",34,1,0,39,110,1,13,"3",15,35.8481280676297
"1154",26,0,0,30,101,0,4,"3",16,35.8978368490354
"1155",29,0,0,31,107,1,7,"3",16,40.6212314954588
"1156",27,0,0,43,115,1,5,"3",16,33.0140736032769
"1157",28,0,0,39,121,1,4,"3",18,44.5988485229651
"1158",34,0,0,40,115,1,17,"3",11,39.4279596071032
"1159",31,0,0,42,134,1,10,"3",15,26.7990852525597
"1160",27,0,0,39,102.449781659389,1,10,"3",11,44.5988485229651
"1161",30,0,0,52,105,1,9,"3",15,35.8481280676297
"1162",24,0,0,28,97,1,5,"3",13,45.9910088551671
"1163",28,0,0,38,108,1,10,"3",12,25.25776447125
"1164",32,0,0,45,113,0,10,"3",16,46.1898841887041
"1165",33,0,0,47,96,1,10,"3",17,35.0526060411907
"1166",30,0,0,39,102.449781659389,1,12,"3",12,43.0078059283465
"1167",24,0,0,41,137,1,2,"3",16,25.8544049331466
"1168",24,0,0,30,102.449781659389,1,6,"3",12,20.733241619213
"1169",26,0,0,37,102.449781659389,0,5,"3",15,13.2255171560943
"1170",24,0,0,30,102.449781659389,0,3,"3",15,31.0750037377985
"1171",31,0,0,34,110,1,13,"3",12,46.7368073059738
"1172",25,0,0,38,120,0,3,"3",16,38.0855114711368
"1173",29,0,0,26,102.449781659389,1,14,"3",9,39.8257265162411
"1174",28,0,0,36,105,0,7,"3",15,35.1520469888944
"1175",30,0,0,40,121,1,12,"3",12,34.0084799536539
"1176",26,0,0,29,113,1,4,"3",16,20.733241619213
"1177",29,0,0,41,113,0,5,"3",18,29.8320025562927
"1178",25,0,0,37,101,0,4,"3",15,33.9090400484146
"1179",31,0,0,41,104,1,7,"3",18,45.6429621299694
"1180",32,0,0,37,96,1,14,"3",12,36.6933600061497
"1181",28,0,0,32,92,0,10,"3",12,58.0232315327901
"1182",29,0,0,23,80,1,12,"3",11,38.0358020918901
"1183",26,0,0,28,117,0,8,"3",12,47.8306310311519
"1184",27,0,0,44,134,0,3,"3",18,14.9160012497365
"1185",24,0,0,42,126,0,2,"3",16,32.7157584378265
"1186",26,0,0,25,95,1,8,"3",12,22.970638001449
"1187",24,0,0,18,102,1,6,"3",12,35.8481280676297
"1188",25,0,0,36,102.449781659389,1,7,"3",12,43.0078059283465
"1189",24,0,0,22,102.449781659389,1,7,"3",11,29.6331200647525
"1190",32,0,0,42,112,1,14,"3",12,45.1954770056234
"1191",29,0,0,45,102.449781659389,1,11,"3",12,52.1562812463997
"1192",34,0,1,47,104,1,15,"3",13,22.6226002939773
"1193",27,1,1,32,81,0,9,"3",12,33.5610040153668
"1194",24,1,0,20,70,0,6,"3",12,35.8481280676297
"1195",33,1,0,33.540668241647,102.449781659389,1,20,"3",7,29.8320025562927
"1196",28,1,0,18,70,0,10,"3",12,45.9910088551671
"1197",28,0,0,20,83,1,10,"3",12,37.2900041746565
"1198",28,0,0,13,84,1,10,"3",12,27.9923594832748
"1199",26,0,0,25,104,1,6,"3",14,31.0750037377985
"1200",29,0,0,30,82,1,13,"3",10,14.9160012497365
"1201",27,0,0,32,109,1,9,"3",12,68.613604800397
"1202",25,0,0,25,111,1,5,"3",14,23.3684036084782
"1203",28,0,0,37,97,1,10,"3",12,39.1793551773534
"1204",25,0,0,33,120,1,3,"3",16,11.4356005514707
"1205",27,0,0,34,102.449781659389,0,11,"3",10,19.3410767939842
"1206",33,0,0,33,94,1,15,"3",12,15.6617983969033
"1207",29,0,0,46,116,1,6,"3",17,17.6506036490926
"1208",26,0,0,25,102.449781659389,1,12,"3",8,24.8600023373785
"1209",33,0,0,30,102.449781659389,1,16,"3",11,32.3180070151516
"1210",27,0,0,29,102.449781659389,0,9,"3",12,40.5217930814713
"1211",26,0,0,33,101,0,7,"3",13,32.2682850360505
"1212",29,0,0,36,98,1,11,"3",12,21.6281991771185
"1213",27,0,0,32,110,1,10,"3",11,29.8320025562927
"1214",26,0,1,42,131,1,7,"3",13,10.2423192032893
"1215",27,0,1,46,122,1,9,"3",12,23.9153154700255
"1216",24,0,1,33,88,0,5,"3",13,24.1141975286483
"1217",29,0,0,39,111,1,5,"3",18,37.7374837524424
"1218",26,0,0,35,90,1,8,"3",12,49.4714062107798
"1219",29,0,0,41,102.449781659389,1,11,"4",12,58.0232315327901
"1220",25,0,0,38,120,1,3,"4",16,15.6120800060787
"1221",25,0,0,25,102.449781659389,0,6,"3",13,45.4937947645642
"1222",26,0,0,35,102.449781659389,1,7,"3",13,33.0140736032769
"1223",29,0,0,29,108,0,11,"3",12,38.930758892447
"1224",32,0,0,43,99,1,13,"3",13,32.3180070151516
"1225",27,0,1,36,102.449781659389,1,12,"3",9,13.275241908778
"1226",33,0,0,33.540668241647,102.449781659389,1,19,"3",8,17.6506036490926
"1227",33,0,0,34,102.449781659389,1,19,"3",8,21.8768021688112
"1228",30,0,0,31,80,1,13,"3",11,23.6170003613708
"1229",32,0,0,45,93,1,15,"3",11,36.0967253583507
"1230",28,0,0,42,96,1,6,"4",16,35.8481280676297
"1231",34,0,0,46,85,1,16,"3",12,27.9923594832748
"1232",26,0,0,32,108,1,8,"3",12,29.8320025562927
"1233",25,0,0,36,110,1,4,"3",15,34.4062438391187
"1234",28,0,0,43,118,0,7,"3",15,21.0315634094208
"1235",24,0,0,30,102,1,6,"3",12,39.0799242644435
"1236",31,0,0,44,102.449781659389,1,13,"3",12,59.7634354359653
"1237",34,0,0,46,113,0,12,"3",16,28.6884451313709
"1238",27,0,0,37,112,1,3,"3",18,31.5722064181954
"1239",27,0,0,31,115,1,9,"3",12,20.3851998077716
"1240",24,0,0,30,117,1,2,"3",16,18.3964030239114
"1241",26,0,0,28,119,1,4,"3",16,39.2290812851959
"1242",24,0,0,32,102.449781659389,1,1,"3",17,22.374002275758
"1243",28,0,0,39,94,1,10,"3",12,62.199726091314
"1244",30,0,0,42,109,1,8,"4",16,40.1737559742638
"1245",30,0,0,49,107,1,8,"4",16,15.3137583930656
"1246",30,0,0,29,102.449781659389,1,12,"4",12,40.6212314954588
"1247",30,0,0,38,121,0,8,"4",16,33.4615641236735
"1248",29,0,0,32,90,1,11,"4",12,26.0532823758419
"1249",30,0,0,34,102.449781659389,1,9,"4",15,13.6730016885379
"1250",28,0,0,32,102.449781659389,1,5,"4",17,21.0315634094208
"1251",28,0,0,38,102.449781659389,1,6,"4",16,31.8705176955183
"1252",28,0,0,37,121,0,10,"4",12,22.374002275758
"1253",26,0,0,21,89,1,8,"4",12,16.5567628488871
"1254",32,0,0,28,101,1,14,"4",12,45.3943538209815
"1255",27,0,0,21,68,0,10,"4",11,6.36416008485069
"1256",27,0,0,50,118,1,5,"4",16,19.6891221033935
"1257",28,0,0,40,102,1,9,"4",13,23.6170003613708
"1258",31,0,0,38,102.449781659389,1,12,"4",13,22.374002275758
"1259",24,0,0,27,102,1,2,"4",16,14.9160012497365
"1260",29,0,0,47,102.449781659389,1,5,"3",18,22.970638001449
"1261",32,0,0,48,109,1,14,"3",12,31.3235968534672
"1262",33,0,0,38,94,1,15,"3",12,24.1141975286483
"1263",30,0,0,34,115,1,12,"3",12,27.296276579315
"1264",25,0,0,30,101,0,7,"3",12,18.4958392567218
"1265",34,0,0,41,92,1,16,"3",12,31.8705176955183
"1266",29,0,0,37,89,1,11,"3",12,25.8046832928534
"1267",26,0,0,32,71,0,11,"3",9,19.1421984940343
"1268",29,0,1,32,97,1,7,"3",16,22.374002275758
"1269",26,0,0,38,116,1,8,"4",12,15.6617983969033
"1270",29,0,0,39,130,1,9,"4",14,36.3453134846397
"1271",32,0,0,34,102,1,14,"4",12,16.1590034767987
"1272",28,0,0,38,119,1,6,"4",16,30.6275168444661
"1273",30,0,0,45,104,0,9,"4",15,17.2031218867933
"1274",28,0,0,42,91,0,9,"4",13,23.4181204289917
"1275",27,0,0,34,93,0,9,"4",12,14.9160012497365
"1276",24,0,0,32,102.449781659389,1,5,"3",13,21.3795971662144
"1277",28,1,0,37,95,1,10,"3",12,13.275241908778
"1278",28,0,0,24,74,0,10,"3",12,11.4356005514707
"1279",24,0,0,24,115,0,4,"3",14,21.4790414416921
"1280",26,0,0,31,89,1,8,"3",12,26.4013234951007
"1281",27,0,0,38,92,1,9,"3",12,54.6920069624905
"1282",28,1,0,25,104,1,10,"3",12,29.2353645691475
"1283",30,0,0,44,109,1,6,"3",18,41.8145126446958
"1284",24,0,0,23,124,1,3,"3",15,31.8705176955183
"1285",34,0,0,41,102.449781659389,1,14,"3",14,47.8306310311519
"1286",33,0,0,37,102.449781659389,1,14,"3",13,45.7921163763549
"1287",27,0,0,29,94,1,6,"4",15,17.4019980849123
"1288",24,0,0,25,102.449781659389,0,2,"4",16,19.1421984940343
"1289",33,0,0,44,120,1,11,"4",16,30.7269582193091
"1290",31,0,0,35,103,1,12,"4",13,23.3684036084782
"1291",27,0,0,31,92,1,9,"4",12,20.4349219783778
"1292",25,0,0,24,111,1,7,"4",12,19.8880013476145
"1293",33,0,0,40,96,1,16,"3",11,34.8039962361142
"1294",27,0,0,40,103,1,6,"3",15,15.4629186332676
"1295",24,0,1,35,110,1,4,"3",14,12.0819611981734
"1296",32,1,1,35,67,0,14,"3",12,12.3305592834014
"1297",30,1,0,26,69,0,13,"3",11,21.0315634094208
"1298",33,1,0,32,91,0,16,"3",11,29.8320025562927
"1299",25,1,0,34,104,1,2,"3",17,34.8039962361142
"1300",24,0,0,36,124,0,6,"3",12,14.9160012497365
"1301",24,0,0,42,98,1,6,"3",12,34.3565198739531
"1302",30,0,0,48,86,1,12,"3",12,29.8320025562927
"1303",30,0,0,44,118,1,12,"3",12,34.8039962361142
"1304",25,0,0,33.540668241647,98,0,5,"3",14,13.6730016885379
"1305",34,1,0,23,92,1,19,"3",9,33.5610040153668
"1306",28,0,0,40,116,1,5,"3",17,22.3242771995605
"1307",30,0,0,43,97,1,8,"3",16,31.5722064181954
"1308",29,0,0,44,109,1,9,"3",14,62.1500075939712
"1309",29,0,0,33,105,1,5,"3",18,47.8306310311519
"1310",25,0,0,32,99,0,1,"3",18,24.3628040106149
"1311",24,0,0,28,102.449781659389,0,6,"3",12,29.1359152297941
"1312",33,0,0,33.540668241647,108,1,13,"3",14,37.2900041746565
"1313",26,0,0,39,100,0,2,"3",18,16.2087167760517
"1314",29,0,0,35,117,1,5,"3",18,21.3795971662144
"1315",26,0,0,25,101,1,8,"3",12,28.3901203274914
"1316",28,0,0,40,111,1,6,"3",16,45.3943538209815
"1317",30,0,0,44,101,1,10,"3",14,28.6884451313709
"1318",32,0,0,36,102.449781659389,1,15,"3",11,21.5287623841516
"1319",24,0,0,21,102.449781659389,1,6,"3",12,25.1085980954804
"1320",34,0,0,45,92,1,10,"3",18,35.8481280676297
"1321",33,0,0,38,106,1,11,"3",16,47.8306310311519
"1322",31,0,0,33,102.449781659389,0,13,"3",12,30.2794871648405
"1323",25,0,0,33,102.449781659389,1,7,"3",12,22.374002275758
"1324",33,0,0,37,102,1,15,"3",12,31.0750037377985
"1325",26,0,0,28,115,1,6,"3",14,35.4503583132348
"1326",24,0,0,37,99,1,6,"3",12,35.3012073654217
"1327",32,0,0,48,118,1,10,"3",16,45.3943538209815
"1328",24,0,0,21,102.449781659389,1,10,"3",8,20.7829604243285
"1329",29,0,0,37,132,1,10,"4",13,34.4062438391187
"1330",34,0,0,34,102.449781659389,1,16,"4",12,12.9272024419514
"1331",26,0,0,26,108,1,7,"4",13,32.3180070151516
"1332",25,0,0,35,103,1,5,"4",14,30.3291959659241
"1333",29,0,0,40,98,0,11,"4",12,36.0967253583507
"1334",32,0,0,44,111,1,13,"4",13,38.1352312631551
"1335",27,0,0,29,97,1,9,"4",12,30.8263990767636
"1336",27,0,0,33,101,1,5,"4",16,35.8481280676297
